WaterbodyCode,WaterbodyName,WaterbodyType,Region,LA,CombinedCatchment,Cycle2AfA,Cycle3AfA,Cycle3Lead,DraftEO3,Cycle3Risk,Status2010_2015,Status2013_2018,Status2016_2021,Driver,ESTechnique,AchieveEO2010_2015,AchieveEO2013_2018,AchieveEO2016_2021,StatusChange,ClassChange,StatusReversal,EOChange,ClassChange18_21,Issues,PressureCount,Pressures,Abstractions,Agriculture,Anthropogenic Pressures,Aquaculture,Atmospheric,Domestic Waste Water,Forestry,Historically Polluted Sites,Hydromorphology,Industry,Invasive Species,Mines Quarries,Other Anthropogenic Pressures,Peat.x,Urban Run-off,Urban Waste Water,Waste,Water Treatment,P_Rank_1_3_v3R1,N_Rank_1_3_v3R1,DM1,DM2,Catchment,Area_ha,P_Wastewater,P_Other_licenced_discharges,P_Diffuse_Urban,P_Septi_ Tanks,P_Pasture,P_Arable,P_Forestry,P_Peat,P_Deposition,P_Total_kgYr,P_Urban_2018,Alluvium,Imperfect,Made,Peat.y,Poor,VeryPoor,Water,Well,Total,EOAssessment,ResponseCategory
IE_WE_32_452,Beltra,Lake,West,Mayo CoCo,32,,Newport_Blue Dot,LAWPRO,Good,Not at risk,Good,Good,Good,"Hymo, GPC",Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Persistently Good or Better
IE_WE_32_454,Cloonagat,Lake,West,Galway CoCo,32,,,,Good,Not at risk,Unassigned,High,High,,Expert judgement,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_458,Nacarrigeen,Lake,West,Galway CoCo,32,,,,Good,Not at risk,Unassigned,High,High,,Modelling,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_459,Derrycunlaghbeg,Lake,West,Galway CoCo,32,,,,Good,Not at risk,Unassigned,High,High,,Modelling,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_463,Doo Westport,Lake,West,Mayo CoCo,32,,,,Good,Not at risk,Unassigned,Unassigned,Good,,Modelling,Cannot Assess,Cannot Assess,Achieved,Cannot Assess,Cannot Assess,No,Cannot Assess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncategorised,Data Gap
IE_WE_32_465,Loughaunarow,Lake,West,Galway CoCo,32,,,,Good,Review,Unassigned,High,High,,Modelling,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_467,Derrycunlagh More,Lake,West,Galway CoCo,32,,,,Good,Not at risk,Unassigned,High,High,,Expert judgement,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_469,Nacorrussaun,Lake,West,Galway CoCo,32,,,,Good,Review,Unassigned,High,High,,Expert judgement,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_472,Nahaltora,Lake,West,Mayo CoCo,32,,,,Good,Review,Unassigned,Good,Good,,Modelling,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_474,Tully,Lake,West,Galway CoCo,32,,Tully Lake,LAWPRO,Good,At risk,Good,Moderate,Good,"Hymo, GPC",Monitoring,Achieved,Not Achieved,Achieved,Improved,1,Yes,Now Achieving,1,Nutrients,1,Agriculture,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decline - Reversed,Status Reversal
IE_WE_32_475,Nasoodery East,Lake,West,Galway CoCo,32,,,,Good,Not at risk,Unassigned,High,High,,Expert judgement,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_477,Croaghat,Lake,West,Galway CoCo,32,,,,Good,Review,Unassigned,Good,High,,Modelling,Cannot Assess,Achieved,Achieved,Improved,1,No,Still Achieving,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_478,Doonan,Lake,West,Galway CoCo,32,,,,Good,Not at risk,Unassigned,High,High,,Modelling,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_479,Ballynakill,Lake,West,Galway CoCo,32,,,,Good,Not at risk,Good,Good,Good,GPC,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Persistently Good or Better
IE_WE_32_481,Shannalecka,Lake,West,Galway CoCo,32,,,,Good,Review,Unassigned,High,High,,Expert judgement,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_482,Muck GY,Lake,West,Galway CoCo,32,,,,Good,Review,Unassigned,High,High,,Modelling,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_483,Knappaghbeg,Lake,West,Mayo CoCo,32,,,,Good,At risk,Moderate,Moderate,Moderate,GPC,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Nutrients, OtherSignificantImpacts",1,Agriculture,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently not achieving objective,Persistently Less than Good
IE_WE_32_486,Usk,Lake,West,Galway CoCo,32,,,,Good,Not at risk,Unassigned,Unassigned,Good,,Modelling,Cannot Assess,Cannot Assess,Achieved,Cannot Assess,Cannot Assess,No,Cannot Assess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncategorised,Data Gap
IE_WE_32_487,Glencullin,Lake,West,Mayo CoCo,32,,Bundorragha_Blue Dot,LAWPRO,High,Not at risk,High,High,Moderate,,Monitoring,Achieved,Achieved,Not Achieved,Declined,2,No,No longer Achieving,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decline - Significant,Decline - Major
IE_WE_32_490,Doo MO,Lake,West,Mayo CoCo,32,,Bundorragha_Blue Dot,LAWPRO,Good,Not at risk,Good,Good,Good,Hymo,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Persistently Good or Better
IE_WE_32_491,Scannive,Lake,West,Galway CoCo,32,,,,Good,Not at risk,Unassigned,High,High,,Expert judgement,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_496,Conga,Lake,West,Galway CoCo,32,,,,Good,Not at risk,Unassigned,High,High,,Expert judgement,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_497,Derrylea,Lake,West,Galway CoCo,32,,,,Good,Review,Unassigned,High,High,,Modelling,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_498,Fee,Lake,West,Galway CoCo,32,,,,Good,Review,Unassigned,Good,High,,Modelling,Cannot Assess,Achieved,Achieved,Improved,1,No,Still Achieving,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_499,Courhoor,Lake,West,Galway CoCo,32,,Dawros,LAWPRO,Good,Not at risk,Unassigned,Moderate,Good,,Modelling,Cannot Assess,Not Achieved,Achieved,Improved,1,No,Now Achieving,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncategorised,Data Gap
IE_WE_32_500,Nambrackmore Cushatrower,Lake,West,Galway CoCo,32,,,,High,At risk,High,Good,High,"Hymo, GPC",Monitoring,Achieved,Not Achieved,Achieved,Improved,1,Yes,Now Achieving,1,"Chemical, Nutrients",1,Anthropogenic Pressures,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decline - Reversed,Status Reversal
IE_WE_32_501,Fadda,Lake,West,Galway CoCo,32,,,,High,Not at risk,High,High,High,"Hymo, Invertebrates, GPC",Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Persistently Good or Better
IE_WE_32_502,White GY,Lake,West,Galway CoCo,32,,,,Good,Not at risk,Unassigned,Unassigned,Good,,Modelling,Cannot Assess,Cannot Assess,Achieved,Cannot Assess,Cannot Assess,No,Cannot Assess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncategorised,Data Gap
IE_WE_32_503,Nahillion Clifden,Lake,West,Galway CoCo,32,,,,Good,Not at risk,Unassigned,Good,High,,Modelling,Cannot Assess,Achieved,Achieved,Improved,1,No,Still Achieving,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_504,Nambrackderg More,Lake,West,Galway CoCo,32,,,,Good,Not at risk,Unassigned,High,High,,Expert judgement,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_505,Sruffaunavougheen,Lake,West,Galway CoCo,32,,,,Good,Review,Unassigned,High,High,,Expert judgement,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_507,Fadda West,Lake,West,Galway CoCo,32,,,,Good,Review,Unassigned,Moderate,Good,,Modelling,Cannot Assess,Not Achieved,Achieved,Improved,1,No,Now Achieving,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncategorised,Data Gap
IE_WE_32_508,Nasodery West,Lake,West,Galway CoCo,32,,,,Good,Not at risk,Unassigned,High,High,,Expert judgement,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32_509a,Pollacappul,Lake,West,Galway CoCo,32,,Dawros_Blue Dot,LAWPRO,Good,Not at risk,Good,Good,Good,Hymo,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Persistently Good or Better
IE_WE_32_509b,Kylemore,Lake,West,Galway CoCo,32,,Dawros_Blue Dot,LAWPRO,Good,Not at risk,Good,Good,Good,Hymo,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Persistently Good or Better
IE_WE_32_510,Feeagh,Lake,West,Mayo CoCo,32,,Nephin Beg Owengarve,LAWPRO,Good,Not at risk,Good,Good,Good,Hymo,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Persistently Good or Better
IE_WE_32_526,Fawna,Lake,West,Galway CoCo,32,,,,Good,Review,Unassigned,Unassigned,Good,,Modelling,Cannot Assess,Cannot Assess,Achieved,Cannot Assess,Cannot Assess,No,Cannot Assess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncategorised,Data Gap
IE_WE_320_0100,Corragaun Lough,Transitional,West,Mayo CoCo,32,,,,Good,Review,Unassigned,High,Good,,Grouping,Cannot Assess,Achieved,Achieved,Declined,1,No,Still Achieving,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consistently achieving objective,Data Gap
IE_WE_32A020300,ALTACONEY_010,River,West,Mayo CoCo,32,,Nephin Beg Owengarve,LAWPRO,High,Not at risk,High,High,High,"Hymo, Invertebrates",Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,0,0,3.4,3.3,32,1585.84,0,0,0,0.001566074,0.112398281,0,0.558930105,0.323001145,0.004104395,552.275981,0,0.407124165,,,4.726088537,10.63827861,,0.036447882,0.045132485,15.85307168,Consistently achieving objective,Persistently Good or Better
IE_WE_32A120170,AGHANY_010,River,West,Mayo CoCo,32,,,,Good,Review,Unassigned,Good,Good,,Modelling,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,12,1,3.413333333333333,3.0999999999999996,32,1223.6117,0,0,0,0.044440592,0.602849395,9e-5,0,0.335040121,0.017579856,250.366379,0,,,,2.307224366,6.807361359,,0.060388962,3.045358996,12.22033368,Consistently achieving objective,Data Gap
IE_WE_32B010100,BUNDORRAGHA_010,River,West,Mayo CoCo,32,Bundorragha,Bundorragha_Blue Dot,LAWPRO,High,Not at risk,Unassigned,High,High,"Hymo, Invertebrates",Monitoring,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,0,0,3.4,3.3,32,1660.4399,0,0,0,8.30778e-4,0.314150331,0,0,0.444657973,0.240360918,410.625845,0,0.176917879,,,1.492657412,11.2712084,,1.986335432,1.670477754,16.59759687,Consistently achieving objective,Persistently Good or Better
IE_WE_32B010200,BUNDORRAGHA_020,River,West,Mayo CoCo,32,Bundorragha,Bundorragha_Blue Dot,LAWPRO,High,At risk,Good,Good,Good,Hymo,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Hydrological, Morphological, MicrobiologicalPollution, Nutrients, OtherSignificantImpacts, UnknownImpactType",3,"Anthropogenic Pressures, Hydromorphology, Industry",,,TRUE,,,,,,TRUE,TRUE,,,,,,,,,1,0,3.4,3.283333333333333,32,2395.572,0,0,0,0.007990706,0.417863461,0,0.033621937,0.525979906,0.01454399,578.171663,0,,,,0.74226389,17.3761941,,0.16699439,5.652770689,23.93822306,Consistently not achieving objective,Persistently Good or Better
IE_WE_32B020100,BUNNAHOWNA_010,River,West,Mayo CoCo,32,,Nephin Beg Owengarve,LAWPRO,Good,Not at risk,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,0,0,3.4,3.3,32,1224.2562,0,0,0,0.011325958,0.397832726,0,0,0.590841315,0,346.457478,0,0.224954951,,,2.288218667,9.362945032,,,0.318038164,12.19415681,Consistently achieving objective,Persistently Good or Better
IE_WE_32B030050,BUNOWEN (LOUISBURGH)_010,River,West,Mayo CoCo,32,,Bunowen (Louisburgh),LAWPRO,High,Review,High,Good,High,"Hymo, Invertebrates",Monitoring,Achieved,Not Achieved,Achieved,Improved,1,Yes,Now Achieving,1,,,,,,,,,,,,,,,,,,,,,,0,0,4.4,2.3,32,1827.8046,0,0,0,0.001738308,0.378949556,0,0,0.608488388,0.010823749,506.239488,0,0.12822173,,,1.237120334,15.91259965,,0.111672922,0.881412861,18.2710275,Decline - Reversed,Status Reversal
IE_WE_32B030100,BUNOWEN (LOUISBURGH)_020,River,West,Mayo CoCo,32,,Bunowen (Louisburgh),LAWPRO,Good,Not at risk,Good,Good,Good,Fish,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,2,0,3.4,3.2666666666666666,32,977.44,0,0,0,0.002846151,0.288799011,0,0.199272134,0.509082703,0,293.012925,0,0.618451082,,,5.648380197,3.29336679,,,0.210307644,9.770505714,Consistently achieving objective,Persistently Good or Better
IE_WE_32B030150,BUNOWEN (LOUISBURGH)_030,River,West,Mayo CoCo,32,Bunowen (Louisburgh),Bunowen (Louisburgh),LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Morphological, Nutrients, OtherSignificantImpacts",2,"Agriculture, Water Treatment",,TRUE,,,,,,,,,,,,,,,,TRUE,7,0,3.4,3.183333333333333,32,4973.0479,0.245867237,0,0.027958012,0.018806577,0.292186881,8.59898e-4,0.12072746,0.292553726,0.001040208,1704.171749,0.27382525,1.492221001,,0.083387516,19.94706419,23.0281093,,0.038040765,5.0631361009999996,49.65195887,Consistently not achieving objective,Persistently Less than Good
IE_WE_32B040100,BUNOWEN (KILLARY HARBOUR)_010,River,West,Galway CoCo,32,,,,Good,Not at risk,Unassigned,Good,High,,Modelling,Cannot Assess,Achieved,Achieved,Improved,1,No,Still Achieving,1,,,,,,,,,,,,,,,,,,,,,,0,0,4.4,2.3,32,2188.5651,0,0,0,0.008958864,0.310064672,0,0.15430109,0.525920886,7.54488e-4,645.914795,0,0.525780127,,,6.456752668,12.2076606,0.141650626,0.00974211,2.327221953,21.66880808,Consistently achieving objective,Data Gap
IE_WE_32B070300,BALLINABOY_020,River,West,Galway CoCo,32,,,,Good,At risk,Poor,Poor,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,Nutrients,1,Aquaculture,,,,TRUE,,,,,,,,,,,,,,,1,0,3.4,3.283333333333333,32,936.6235,0,0,0,0.002031585,0.315301234,0,0,0.520158931,0.162508251,335.090642,0,,,,7.709205739,0.515428445,,1.083501886,0.053556117,9.361692187,Consistently not achieving objective,Persistently Poor
IE_WE_32B070990,BALLINABOY_030,River,West,Galway CoCo,32,,,,Good,Review,Unassigned,Unassigned,Good,,Modelling,Cannot Assess,Cannot Assess,Achieved,Cannot Assess,Cannot Assess,No,Cannot Assess,,,,,,,,,,,,,,,,,,,,,,,1,0,,,32,1092.6495,0,0,0,0.021372933,0.28028518,0,0,0.513612037,0.18472985,363.254168,0,,,,6.443049252,2.614900609,0.082526588,1.315868882,0.436621649,10.89296698,Uncategorised,Data Gap
IE_WE_32B080100,Ballynakill lough stream_010,River,West,Galway CoCo,32,,,,Good,Not at risk,Unassigned,Unassigned,Good,,Modelling,Cannot Assess,Cannot Assess,Achieved,Cannot Assess,Cannot Assess,No,Cannot Assess,,,,,,,,,,,,,,,,,,,,,,,2,0,,,32,1402.7715,0,0,0,0.030573444,0.38163879,0,0,0.468551475,0.119236291,321.722116,0,,,,5.239132559,4.197295336,1.797999969,0.76571701700000006,1.964827903,13.96497278,Uncategorised,Data Gap
IE_WE_32B090960,BALLINABOY_010,River,West,Galway CoCo,32,,,,Good,Review,Unassigned,High,Good,,Modelling,Cannot Assess,Achieved,Achieved,Declined,1,No,Still Achieving,-1,,,,,,,,,,,,,,,,,,,,,,0,0,2.4,4.3,32,1632.7669,0,0,0,3.67071e-4,0.286736778,0,0,0.393560352,0.319335799,599.338498,0,,,,11.90997938,0.611501787,,3.740209508,0.058058739,16.31974942,Consistently achieving objective,Data Gap
IE_WE_32B240990,BOOLAGARE_010,River,West,Galway CoCo,32,,,,Good,Review,Unassigned,Good,Good,,Modelling,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,1,0,3.4,3.283333333333333,32,2449.9745,0,0,0.008085049,0.085865604,0.345036157,0,0,0.420357344,0.140655846,560.123225,0.008085049,,,0.001606489,8.127574561,11.05210509,0.063866852,1.540733725,3.426204193,24.21209091,Consistently achieving objective,Data Gap
IE_WE_32C010020,CARROWNISKY_010,River,West,Mayo CoCo,32,,Carrownisky_Public Health,Mayo County Council,High,Not at risk,High,High,High,"Hymo, Invertebrates",Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,0,0,3.4,3.3,32,667.9954,0,0,0,2.73955e-4,0.403813753,0,0,0.595912292,0,210.468649,0,,,,0.750058457,5.816777032,,4.82e-5,0.11040949,6.677293146,Consistently achieving objective,Persistently Good or Better
IE_WE_32C010250,CARROWNISKY_020,River,West,Mayo CoCo,32,,Carrownisky_Public Health,Mayo County Council,Good,At risk,Good,Moderate,Moderate,Invertebrates,Monitoring,Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Sediment, Nutrients",1,Agriculture,,TRUE,,,,,,,,,,,,,,,,,5,0,3.4,3.2166666666666663,32,4658.6084,0,0,0,0.011247348,0.388517435,9.29e-6,0.070004044,0.516875311,0.013346571,1306.626808,0,1.135850022,,,22.41456342,20.6142973,0.338103577,0.25044515,1.812778787,46.56603825,Decline - Maintained,Persistently Less than Good
IE_WE_32C020100,CROSS (MAYO)_010,River,West,Mayo CoCo,32,,,,Good,Not at risk,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,0,0,3.4,3.3,32,1182.2561,0,0,0,8.46e-5,0.227870414,0,0.169967779,0.488465723,0.113611512,342.242184,0,0.023684187,,,2.117138097,8.896106627,0.005714418,0.765595342,0.010594411,11.81883308,Consistently achieving objective,Persistently Good or Better
IE_WE_32C030050,CRUMPAUN_010,River,West,Mayo CoCo,32,,Newport_Blue Dot,LAWPRO,Good,Not at risk,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,1,0,3.4,3.283333333333333,32,1341.2,0,0,0,0.004723375,0.30748888,0,0.314038839,0.373003845,7.45061e-4,376.171688,0,0.237425154,,,6.11178374,6.915743997,,0.006349577,0.136813838,13.40811631,Consistently achieving objective,Persistently Good or Better
IE_WE_32C030150,CRUMPAUN_020,River,West,Mayo CoCo,32,,Newport_Blue Dot,LAWPRO,High,At risk,High,Good,Good,Invertebrates,Monitoring,Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Sediment, Nutrients",1,Forestry,,,,,,,TRUE,,,,,,,,,,,,3,0,3.4,3.25,32,4379.6751,0,0,0,0.00223606,0.28648185,0,0.349279839,0.362002251,0,1147.265568,0,1.196717688,,,11.02741114,31.21302108,,,0.34728344,43.78443334,Decline - Maintained,Persistently Good or Better
IE_WE_32C040040,CULFIN_010,River,West,Galway CoCo,32,,,,Good,At risk,Moderate,Poor,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Sediment, Morphological, Nutrients, UnknownImpactType",2,"Aquaculture, Hydromorphology",,,,TRUE,,,,,TRUE,,,,,,,,,,0,0,3.4,3.3,32,1575.1816,0,0,0,0.002201694,0.267877228,0,0.16539138,0.387178723,0.177350976,545.947896,0,0.03097759,,,8.794606228,4.491015469,,1.933718489,0.494821265,15.74513904,Consistently not achieving objective,Persistently Less than Good
IE_WE_32C040200,CULFIN_020,River,West,Galway CoCo,32,,,,Good,Not at risk,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,1,0,3.4,3.283333333333333,32,667.4598,0,0,0,0.048153148,0.242192027,0,4.74e-7,0.635244429,0.074409921,162.369383,0,0.104366633,,,0.394885679,5.376807549,0.014687623,0.246798305,0.490388098,6.627933887,Consistently achieving objective,Persistently Good or Better
IE_WE_32C050050,CARROWBEG (WESTPORT)_010,River,West,Mayo CoCo,32,,Carrowbeg (Westport) Owennabrockagh,LAWPRO,High,At risk,High,Good,Good,Hymo,Monitoring,Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,Morphological,1,Hydromorphology,,,,,,,,,TRUE,,,,,,,,,,15,0,3.4,3.05,32,1483.37,0,0,0,0.012658163,0.564817748,0,0.070977385,0.351546705,0,279.566401,0,0.065518383,,,3.964743,5.574519846,,,5.224297949,14.82907918,Decline - Maintained,Persistently Good or Better
IE_WE_32C050100,CARROWBEG (WESTPORT)_020,River,West,Mayo CoCo,32,,Carrowbeg (Westport) Owennabrockagh,LAWPRO,Good,Not at risk,Unassigned,Good,Good,,Modelling,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,9,1,3.413333333333333,3.15,32,2302.32,0.131523305,0,0,0.023799748,0.487847475,0,0.055537101,0.250582666,0.050709705,387.763977,0.131523305,0.329508092,,0.008829805,3.391034701,9.227480852,,0.289419825,9.769993864,23.01626714,Consistently achieving objective,Data Gap
IE_WE_32C050300,CARROWBEG (WESTPORT)_030,River,West,Mayo CoCo,32,,Carrowbeg (Westport) Owennabrockagh,LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Sediment, Morphological, Nutrients, Organic",2,"Mines Quarries, Urban Run-off",,,,,,,,,,,,TRUE,,,TRUE,,,,4,2,3.4266666666666667,3.233333333333333,32,680.0132,0,0,0.706817182,0.007897264,0.142354246,0,0.12506885,0.001451043,0.016411416,245.526165,0.706817182,0.265781644,,1.946923802,0.06914241,1.257533452,,,3.237038217,6.776419523,Consistently not achieving objective,Persistently Less than Good
